iter	MultiClass
430	0.03033393371
431	0.03026483298
432	0.03018893025
433	0.03012165578
434	0.03005645413
435	0.02993983814
436	0.02987585712
437	0.02979043889
438	0.02972428087
439	0.0296300793
440	0.02952071471
441	0.02943281682
442	0.02936187521
443	0.02928394926
444	0.02921738021
445	0.02910489435
446	0.02900476572
447	0.02888666455
448	0.0288310591
449	0.02872239257
450	0.02866009817
451	0.02857144962
452	0.0284778775
453	0.02837794906
454	0.02828780584
455	0.02821944589
456	0.02813272631
457	0.02805944852
458	0.02800022731
459	0.02792228207
460	0.02785589097
461	0.02776388714
462	0.02768988533
463	0.02761666443
464	0.02754852529
465	0.02745786657
466	0.02740169259
467	0.02733845592
468	0.02725729674
469	0.02715689261
470	0.02707374683
471	0.02702928254
472	0.02696130501
473	0.02690875491
474	0.02684015202
475	0.02678789118
476	0.02675630298
477	0.026684249
478	0.02660510461
479	0.02650522246
480	0.02643912898
481	0.02637549822
482	0.02633878224
483	0.02627381152
484	0.02622262582
485	0.02615329011
486	0.02603583823
487	0.02596824619
488	0.02591430168
489	0.02584353448
490	0.02576469161
491	0.02570846548
492	0.02566457906
493	0.02557702625
494	0.02549089194
495	0.02544648501
496	0.02538827656
497	0.02533113906
498	0.0252464898
499	0.02519509501
